log_time,fuente,hora_inicio,hora_fin,registros,archivo,duracion_segundos,resultado,error,mensaje
2025-06-06 00:31:09+02:00,RAWG,22:31:07,22:31:09,0,rawg_games.csv,1.61,Éxito,,2025-06-05 22:31:09 - INFO - 🔍 Fuente: RAWG | 🕒 Inicio: 22:31:07 | 🕕 Fin: 22:31:09 | 📊 Registros: 0 | 📁 Archivo: rawg_games.csv | ⏱ Tiempo total: 1.61 s | 📌 Resultado: Éxito
2025-06-06 00:31:10+02:00,RAWG,22:31:09,22:31:10,0,rawg_games.parquet,0.99,Éxito,,2025-06-05 22:31:10 - INFO - 🔍 Fuente: RAWG | 🕒 Inicio: 22:31:09 | 🕕 Fin: 22:31:10 | 📊 Registros: 0 | 📁 Archivo: rawg_games.parquet | ⏱ Tiempo total: 0.99 s | 📌 Resultado: Éxito
2025-06-06 00:34:01+02:00,RAWG,22:34:00,22:34:01,0,rawg_games.csv,1.05,Éxito,,2025-06-05 22:34:01 - INFO - 🔍 Fuente: RAWG | 🕒 Inicio: 22:34:00 | 🕕 Fin: 22:34:01 | 📊 Registros: 0 | 📁 Archivo: rawg_games.csv | ⏱ Tiempo total: 1.05 s | 📌 Resultado: Éxito
2025-06-06 00:34:02+02:00,RAWG,22:34:01,22:34:02,0,rawg_games.parquet,1.23,Éxito,,2025-06-05 22:34:02 - INFO - 🔍 Fuente: RAWG | 🕒 Inicio: 22:34:01 | 🕕 Fin: 22:34:02 | 📊 Registros: 0 | 📁 Archivo: rawg_games.parquet | ⏱ Tiempo total: 1.23 s | 📌 Resultado: Éxito
2025-06-06 00:36:04+02:00,RAWG,22:36:00,22:36:04,80,rawg_games.csv,3.91,Éxito,,2025-06-05 22:36:04 - INFO - 🔍 Fuente: RAWG | 🕒 Inicio: 22:36:00 | 🕕 Fin: 22:36:04 | 📊 Registros: 80 | 📁 Archivo: rawg_games.csv | ⏱ Tiempo total: 3.91 s | 📌 Resultado: Éxito
2025-06-06 00:36:11+02:00,RAWG,22:36:10,22:36:11,0,rawg_games.csv,0.95,Fallo,DataFrame vacío,2025-06-05 22:36:11 - INFO - 🔍 Fuente: RAWG | 🕒 Inicio: 22:36:10 | 🕕 Fin: 22:36:11 | 📊 Registros: 0 | 📁 Archivo: rawg_games.csv | ⏱ Tiempo total: 0.95 s | 📌 Resultado: Fallo | ⚠️ Error: DataFrame vacío
2025-06-06 00:36:12+02:00,RAWG,22:36:11,22:36:12,0,rawg_games.parquet,1.04,Éxito,,2025-06-05 22:36:12 - INFO - 🔍 Fuente: RAWG | 🕒 Inicio: 22:36:11 | 🕕 Fin: 22:36:12 | 📊 Registros: 0 | 📁 Archivo: rawg_games.parquet | ⏱ Tiempo total: 1.04 s | 📌 Resultado: Éxito
2025-06-06 00:36:34+02:00,RAWG,22:36:27,22:36:34,80,rawg_games.csv,6.58,Éxito,,2025-06-05 22:36:34 - INFO - 🔍 Fuente: RAWG | 🕒 Inicio: 22:36:27 | 🕕 Fin: 22:36:34 | 📊 Registros: 80 | 📁 Archivo: rawg_games.csv | ⏱ Tiempo total: 6.58 s | 📌 Resultado: Éxito
2025-06-06 00:39:02+02:00,RAWG,22:38:43,22:39:02,440,rawg_games.parquet,19.28,Éxito,,2025-06-05 22:39:02 - INFO - 🔍 Fuente: RAWG | 🕒 Inicio: 22:38:43 | 🕕 Fin: 22:39:02 | 📊 Registros: 440 | 📁 Archivo: rawg_games.parquet | ⏱ Tiempo total: 19.28 s | 📌 Resultado: Éxito
2025-06-06 00:39:15+02:00,RAWG,22:39:08,22:39:15,200,rawg_games.parquet,7.29,Éxito,,2025-06-05 22:39:15 - INFO - 🔍 Fuente: RAWG | 🕒 Inicio: 22:39:08 | 🕕 Fin: 22:39:15 | 📊 Registros: 200 | 📁 Archivo: rawg_games.parquet | ⏱ Tiempo total: 7.29 s | 📌 Resultado: Éxito
